id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
800960,https://www.airbnb.com/rooms/800960,20231223055446,2023-12-23,city scrape,Rental unit in Den Haag · ★4.71 · 1 bedroom · 1 bed · 1 bath,,"We are close to the city centre, it's just a 10 minute walk! There are many interesting restaurants and shops nearby, all within walking distance. There is public transportation hub right in front of the Tower with connections to places both in- and outside The Hague. In this authentic The Hague neighborhood you will be able to feel like a local. <br /><br />We will supply you with a digital guide with some of our recommendations.",https://a0.muscache.com/pictures/1bd8e417-7d93-4679-bd27-bbfa1d6b8a9f.jpg,300966,https://www.airbnb.com/users/show/300966,Elwin,2010-11-27,"The Hague, Netherlands","I am an advertising and event consultant. I live in the centre of The Hague, The Netherlands and really enjoy traveling. I have enjoyed AirBnB like hospitality in many countries, so now it's time to return the favor. Welcome!",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-300966/original/aafe6d84-e2c2-4db6-8952-57c95748e3e9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-300966/original/aafe6d84-e2c2-4db6-8952-57c95748e3e9.jpeg?aki_policy=profile_x_medium,,20,22,"['email', 'phone', 'work_email']",t,t,"Den Haag, South Holland, Netherlands",Huygenspark,Wijk 27 Stationsbuurt,52.07024,4.32551,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$216.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,23,53,83,355,2023-12-23,183,5,1,2013-01-03,2023-12-09,4.71,4.78,4.57,4.83,4.79,4.66,4.72,Exempt,t,20,20,0,0,1.37
819029,https://www.airbnb.com/rooms/819029,20231223055446,2023-12-23,city scrape,Condo in The Hague · ★4.86 · 1 bedroom · 1 bed · 1.5 baths,,"International neighborhood, many restaurants, supermarkets and center in old city center. museums, thaters and dance theater within walking distance",https://a0.muscache.com/pictures/106750477/525ded62_original.jpg,541315,https://www.airbnb.com/users/show/541315,Arthur,2011-04-28,"The Hague, Netherlands","We are a friendly couple who live in the center of this beautiful city. Open-minded and easy going in life. We have a few trendy short Stay apartments right in the old city center of The Hague.  We are the place to stay When you are in need of accommodation. Whether it be for a business trip, an internship, a holiday or a transition period, we have plenty of possibilities. We have been around for a while and we know how to do things right. Service is our pleasure!

Our apartment is fully furnished, newly renovated and available for short term rentals Throughout the Year. Situated in the picturesque old city center of The Hague, within walking distance from both Central Station and Holland Spoor train station, it is the ideal 'home away from home'. Also within walking distance, one can find numerous at shops, grocery stores and restaurants. The all-in price includes furniture, fittings and fixtures, energy, water, internet connection, TV, service costs and a janitor. And of course there's a washing machine and a drier, pots and pans, bed linen, towels, a bathrobe, iron and ironing board, cups, plates and whatsoever.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/49d7d6fa-ac50-428c-9311-d93d378f1fd7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/49d7d6fa-ac50-428c-9311-d93d378f1fd7.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'work_email']",t,t,"The Hague, South Holland, Netherlands",Zuidwal,Wijk 28 Centrum,52.07425,4.31658,Entire condo,Entire home/apt,2,,1.5 baths,,1,[],$115.00,2,1125,2,7,300,1125,4.9,599.7,,t,7,18,41,239,2023-12-23,49,4,0,2013-10-14,2023-10-08,4.86,4.88,4.92,4.98,4.92,4.84,4.61,0518 FFC0 E3D5 3FC5 005F,f,3,3,0,0,0.39
857470,https://www.airbnb.com/rooms/857470,20231223055446,2023-12-23,city scrape,Rental unit in Den Haag · ★4.64 · 1 bedroom · 1 bed · 1 bath,,"We are close to the city centre, it's just a 10 minute walk! There are many interesting restaurants and shops nearby, all within walking distance. There is public transportation hub right in front of the Tower with connections to places both in- and outside The Hague. In this authentic The Hague neighborhood you will be able to feel like a local. <br /><br />We will supply you with a digital guide with some of our best recommendations.",https://a0.muscache.com/pictures/00195e56-4e75-4742-a0b3-a2b850abbe16.jpg,300966,https://www.airbnb.com/users/show/300966,Elwin,2010-11-27,"The Hague, Netherlands","I am an advertising and event consultant. I live in the centre of The Hague, The Netherlands and really enjoy traveling. I have enjoyed AirBnB like hospitality in many countries, so now it's time to return the favor. Welcome!",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-300966/original/aafe6d84-e2c2-4db6-8952-57c95748e3e9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-300966/original/aafe6d84-e2c2-4db6-8952-57c95748e3e9.jpeg?aki_policy=profile_x_medium,,20,22,"['email', 'phone', 'work_email']",t,t,"Den Haag, South Holland, Netherlands",Huygenspark,Wijk 27 Stationsbuurt,52.07169,4.3254,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$246.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,23,50,80,355,2023-12-23,174,0,0,2013-01-19,2022-10-09,4.64,4.74,4.45,4.75,4.75,4.45,4.67,Exempt,t,20,20,0,0,1.31
867183,https://www.airbnb.com/rooms/867183,20231223055446,2023-12-23,previous scrape,Cottage in The Hague · ★4.63 · 1 bedroom · 3 beds · 1.5 baths,,"The house is located in the popular “Statenkwartier”, known for its shops, food places and vibrant atmosphere, close to city and beach!",https://a0.muscache.com/pictures/12544626/37b6c2f2_original.jpg,4558657,https://www.airbnb.com/users/show/4558657,Louise,2013-01-02,"Utrecht, Netherlands","Dutchie gone Bostonian-and back, scientist, Jazz singer/songwriter, mother of 3. I love to host travelers and welcome them back as friends. This coach house has been in my family since the late 80s. I have lived there myself, wrote a PhD dissertation in its inspiring ambiance, welcomed my first born daughter (now 20),  and am keeping it -with love and dedication -as a welcome home away from home for your visits.",N/A,N/A,0%,f,https://a0.muscache.com/im/users/4558657/profile_pic/1357447716/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4558657/profile_pic/1357447716/original.jpg?aki_policy=profile_x_medium,,1,5,"['email', 'phone', 'work_email']",t,t,"The Hague, South Holland, Netherlands",Statenkwartier,Wijk 09 Geuzen- en Statenkwartier,52.09847,4.28122,Entire cottage,Entire home/apt,3,,1.5 baths,,3,[],,2,365,2,2,365,365,2.0,365.0,,,0,0,0,0,2023-12-23,30,0,0,2016-04-25,2020-03-17,4.63,4.77,4.47,4.67,4.93,4.9,4.67,Exempt,f,1,1,0,0,0.32
901609,https://www.airbnb.com/rooms/901609,20231223055446,2023-12-23,city scrape,Loft in The Hague · ★4.89 · 1 bedroom · 4 beds · 1 bath,,"Very nice neighbourhood, right in the center, with many restaurants, pubs, shops, museums and parks.  Close to Scheveningen/beach, by tram, car or bicycle.",https://a0.muscache.com/pictures/miso/Hosting-901609/original/0f898728-e44f-4406-9e61-a69664765a5c.jpeg,4817186,https://www.airbnb.com/users/show/4817186,Yolande,2013-01-23,"The Hague, Netherlands","My husband Jurriaan and I love the good things in life: family, friends, art and nature. Since 40 years we live in this big classic house right in the center of The Hague. First with our children, now happily together on the first floor.  Jurriaan used to run an art gallery downstairs. We both love The Hague and enjoy having guests from all over the world in our loft on the top floor. Helping them to have a great holiday in this area.",within an hour,100%,83%,t,https://a0.muscache.com/im/pictures/user/0260d46e-c3f8-432e-9156-d34a321800e5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0260d46e-c3f8-432e-9156-d34a321800e5.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"The Hague, South Holland, Netherlands",Kortenbos,Wijk 28 Centrum,52.07683,4.30513,Entire loft,Entire home/apt,4,,1 bath,,4,[],$149.00,4,30,2,4,30,30,3.9,30.0,,t,20,30,33,33,2023-12-23,286,28,3,2013-07-02,2023-12-18,4.89,4.93,4.94,4.95,4.97,4.97,4.85,0518 4400 8D84 9B73 CB39,f,1,1,0,0,2.24
1006742,https://www.airbnb.com/rooms/1006742,20231223055446,2023-12-23,city scrape,Townhouse in The Hague · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,,"The neighborhood is really quiet. Nearby are restaurant and shops, but also public transport.  It's a safe area to live and even late at night.<br />I can really advice a walk to the beach. It's only 10 minutes from the house.",https://a0.muscache.com/pictures/16799703/e23be953_original.jpg,5537414,https://www.airbnb.com/users/show/5537414,Ingrid,2013-03-19,"The Hague, Netherlands","Werkende moeder, ik doe sociaal-pedagogisch werk met kinderen. Eigen kinderen zijn het huis uit. Hobby's, fietsen, film, lezen, wandelen. Veel gereisd, Nepal, Thailand, Indonesië, Amerika, Afrika, en veel landen in Europa. 
",within a few hours,100%,27%,f,https://a0.muscache.com/im/pictures/user/3ad72b1d-c9ef-4d7c-ad43-65a2550425b5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3ad72b1d-c9ef-4d7c-ad43-65a2550425b5.jpg?aki_policy=profile_x_medium,,3,4,"['email', 'phone']",t,t,"The Hague, South Holland, Netherlands",Bloemenbuurt-Oost,Wijk 12 Bomen- en Bloemenbuurt,52.07854,4.26233,Private room in townhouse,Private room,2,,1 shared bath,,1,[],$39.00,2,365,2,2,365,365,2.0,365.0,,t,2,3,3,4,2023-12-23,133,0,0,2013-04-19,2022-09-01,4.73,4.68,4.77,4.84,4.82,4.66,4.75,0518 4C04 D31D 7B80 38E8,f,2,0,2,0,1.02
1082476,https://www.airbnb.com/rooms/1082476,20231223055446,2023-12-23,city scrape,Townhouse in The Hague · ★4.76 · 1 bedroom · 1 bed · 1 shared bath,,"It's a very nice neighborhood with shops just around the corner and a small park.  It's also safe to go out at night. There are a few bars and restaurants within walking distance.<br />Also the sea is really nearby, walking distance 10 to 15 minutes.",https://a0.muscache.com/pictures/16650496/91765b30_original.jpg,5537414,https://www.airbnb.com/users/show/5537414,Ingrid,2013-03-19,"The Hague, Netherlands","Werkende moeder, ik doe sociaal-pedagogisch werk met kinderen. Eigen kinderen zijn het huis uit. Hobby's, fietsen, film, lezen, wandelen. Veel gereisd, Nepal, Thailand, Indonesië, Amerika, Afrika, en veel landen in Europa. 
",within a few hours,100%,27%,f,https://a0.muscache.com/im/pictures/user/3ad72b1d-c9ef-4d7c-ad43-65a2550425b5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3ad72b1d-c9ef-4d7c-ad43-65a2550425b5.jpg?aki_policy=profile_x_medium,,3,4,"['email', 'phone']",t,t,"The Hague, South Holland, Netherlands",Bloemenbuurt-Oost,Wijk 12 Bomen- en Bloemenbuurt,52.07661,4.26267,Private room in townhouse,Private room,4,,1 shared bath,,1,[],$39.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,1,5,11,184,2023-12-23,38,0,0,2013-07-30,2020-03-28,4.76,4.87,4.79,4.89,4.86,4.59,4.68,05184C04D31D7B8038E8,f,2,0,2,0,0.30
1229850,https://www.airbnb.com/rooms/1229850,20231223055446,2023-12-23,city scrape,Rental unit in Den Haag · ★4.57 · 1 bedroom · 1 bed · 1 bath,,"We are close to the city centre, it’s just a 10 minute walk! There are many interesting restaurants and shops nearby, all within walking distance. There is a public transportation hub right in front of the Tower with connections to places both in- and outside the Hague. In this authentic the Hague neighbourhood you will be able to feel like a local.We are close to the city centre, it's just a 10 minute walk! There are many interesting restaurants and shops nearby, all within walking distance. There is public transportation hub right in front of the Tower with connections to places both in- and outside The Hague. In this authentic The Hague neighborhood you will be able to feel like a local. <br /><br />We will supply you with a digital guide with some of our best recommendations.",https://a0.muscache.com/pictures/0cc3cb30-2abe-4e9b-977b-ef8a5c36f9cf.jpg,300966,https://www.airbnb.com/users/show/300966,Elwin,2010-11-27,"The Hague, Netherlands","I am an advertising and event consultant. I live in the centre of The Hague, The Netherlands and really enjoy traveling. I have enjoyed AirBnB like hospitality in many countries, so now it's time to return the favor. Welcome!",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-300966/original/aafe6d84-e2c2-4db6-8952-57c95748e3e9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-300966/original/aafe6d84-e2c2-4db6-8952-57c95748e3e9.jpeg?aki_policy=profile_x_medium,,20,22,"['email', 'phone', 'work_email']",t,t,"Den Haag, South Holland, Netherlands",Huygenspark,Wijk 27 Stationsbuurt,52.07137,4.32465,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$194.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,23,53,83,358,2023-12-23,361,36,0,2013-06-12,2023-11-11,4.57,4.65,4.47,4.74,4.67,4.66,4.56,Exempt,t,20,20,0,0,2.82
1237312,https://www.airbnb.com/rooms/1237312,20231223055446,2023-12-23,city scrape,Rental unit in Den Haag · ★4.65 · 1 bedroom · 1 bed · 1 bath,,"We are close to the city centre, it's just a 10 minute walk! There are many interesting restaurants and shops nearby, all within walking distance. There is public transportation hub right in front of the Tower with connections to places both in- and outside The Hague. In this authentic The Hague neighborhood you will be able to feel like a local. <br /><br />We will supply you with a digital guide with some of our best recommendations.",https://a0.muscache.com/pictures/b30a5d6f-d2cd-4421-b556-6311495b1f5c.jpg,300966,https://www.airbnb.com/users/show/300966,Elwin,2010-11-27,"The Hague, Netherlands","I am an advertising and event consultant. I live in the centre of The Hague, The Netherlands and really enjoy traveling. I have enjoyed AirBnB like hospitality in many countries, so now it's time to return the favor. Welcome!",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-300966/original/aafe6d84-e2c2-4db6-8952-57c95748e3e9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-300966/original/aafe6d84-e2c2-4db6-8952-57c95748e3e9.jpeg?aki_policy=profile_x_medium,,20,22,"['email', 'phone', 'work_email']",t,t,"Den Haag, South Holland, Netherlands",Huygenspark,Wijk 27 Stationsbuurt,52.07137,4.32465,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$198.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,22,51,81,351,2023-12-23,174,4,0,2013-06-21,2023-09-29,4.65,4.68,4.53,4.8,4.7,4.69,4.68,Exempt,t,20,20,0,0,1.36
1237332,https://www.airbnb.com/rooms/1237332,20231223055446,2023-12-23,city scrape,Rental unit in Den Haag · ★4.67 · 1 bedroom · 1 bed · 1 bath,,"We are close to the city centre, it's just a 10 minute walk! There are many interesting restaurants and shops nearby, all within walking distance. There is public transportation hub right in front of the Tower with connections to places both in- and outside The Hague. In this authentic The Hague neighborhood you will be able to feel like a local. <br /><br />We will supply you with a digital guide with some of our best recommendations.",https://a0.muscache.com/pictures/cc6fa66a-7471-4d34-90ff-c83305c27985.jpg,300966,https://www.airbnb.com/users/show/300966,Elwin,2010-11-27,"The Hague, Netherlands","I am an advertising and event consultant. I live in the centre of The Hague, The Netherlands and really enjoy traveling. I have enjoyed AirBnB like hospitality in many countries, so now it's time to return the favor. Welcome!",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-300966/original/aafe6d84-e2c2-4db6-8952-57c95748e3e9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-300966/original/aafe6d84-e2c2-4db6-8952-57c95748e3e9.jpeg?aki_policy=profile_x_medium,,20,22,"['email', 'phone', 'work_email']",t,t,"Den Haag, South Holland, Netherlands",Huygenspark,Wijk 27 Stationsbuurt,52.07137,4.32465,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$177.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2023-12-23,411,86,6,2013-06-15,2023-12-17,4.67,4.75,4.63,4.71,4.74,4.7,4.6,Exempt,t,20,20,0,0,3.21
1237340,https://www.airbnb.com/rooms/1237340,20231223055446,2023-12-23,city scrape,Rental unit in Den Haag · ★4.60 · 1 bedroom · 1 bed · 1 bath,,"We are close to the city centre, it's just a 10 minute walk! There are many interesting restaurants and shops nearby, all within walking distance. There is public transportation hub right in front of the Tower with connections to places both in- and outside The Hague. In this authentic The Hague neighborhood you will be able to feel like a local. <br /><br />We will supply you with a digital guide with some of our best recommendations.",https://a0.muscache.com/pictures/b77533d7-041f-48ca-a8d8-b2595b762fa5.jpg,300966,https://www.airbnb.com/users/show/300966,Elwin,2010-11-27,"The Hague, Netherlands","I am an advertising and event consultant. I live in the centre of The Hague, The Netherlands and really enjoy traveling. I have enjoyed AirBnB like hospitality in many countries, so now it's time to return the favor. Welcome!",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-300966/original/aafe6d84-e2c2-4db6-8952-57c95748e3e9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-300966/original/aafe6d84-e2c2-4db6-8952-57c95748e3e9.jpeg?aki_policy=profile_x_medium,,20,22,"['email', 'phone', 'work_email']",t,t,"Den Haag, South Holland, Netherlands",Huygenspark,Wijk 27 Stationsbuurt,52.07197,4.32437,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$191.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,25,55,85,360,2023-12-23,447,39,2,2013-06-17,2023-12-10,4.6,4.72,4.55,4.8,4.75,4.69,4.65,Exempt,t,20,20,0,0,3.49
1260071,https://www.airbnb.com/rooms/1260071,20231223055446,2023-12-23,city scrape,Rental unit in The Hague · ★4.70 · 1 bedroom · 1 bed · 1 bath,,"De mooiste groenste wijk achter de duinen in de mooiste stad achter de duinen : wat wil je nog meer. Je wordt gewekt door vogels en niet door stadse drukte. <br />Als je de drukte graag opzoekt: binnen 15 minuten (met tram, auto of fiets)  in het bruisende centrum van Den Haag zijn, party time in Scheveningen is op 10 minuten van hier. <br />De rust van het stille strand is op slechts 15 minuten wandelen.",https://a0.muscache.com/pictures/29952025/0b6366dc_original.jpg,6839100,https://www.airbnb.com/users/show/6839100,Karen,2013-06-10,"The Hague, Netherlands","Good taste, hospitality, humor and joy. 

We ( my husband Maurits and me) love to meet people from other countries, like to have a chat and also respect everybody's own space en privacy.",within a few hours,100%,92%,f,https://a0.muscache.com/im/pictures/user/189b4174-d382-4a50-b755-a0421dece31c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/189b4174-d382-4a50-b755-a0421dece31c.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"The Hague, ZH, Netherlands",Vogelwijk,Wijk 13 Vogelwijk,52.08302,4.26108,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$82.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,2,20,29,253,2023-12-23,93,10,0,2013-09-06,2023-11-01,4.7,4.82,4.67,4.91,4.92,4.86,4.4,0518 1720 1BCD 394C F7E8,f,1,1,0,0,0.74
1400206,https://www.airbnb.com/rooms/1400206,20231223055446,2023-12-23,city scrape,Loft in Den Haag · ★4.75 · Studio · 4 beds · 1.5 baths,,"On the edge of the center, in a multicultural neighbourhood, next to a Shisha lounge.",https://a0.muscache.com/pictures/miso/Hosting-1400206/original/2e7ceb21-a7b4-498c-b607-56a8282b0708.jpeg,7543082,https://www.airbnb.com/users/show/7543082,Thomas,2013-07-17,"The Hague, Netherlands","floating ;

enjoy   life   together ;

be   kind   open   respectful :)",within an hour,100%,94%,f,https://a0.muscache.com/im/pictures/user/c9a4dc45-6670-445c-a7de-3685bdf7279f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c9a4dc45-6670-445c-a7de-3685bdf7279f.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,"Den Haag, Zuid-Holland, Netherlands",Schildersbuurt-Noord,Wijk 29 Schildersbuurt,52.07135,4.3029,Entire loft,Entire home/apt,5,,1.5 baths,,4,[],$159.00,1,28,1,3,28,28,1.1,28.0,,t,0,0,0,0,2023-12-23,287,57,2,2016-08-09,2023-12-02,4.75,4.84,4.79,4.9,4.95,4.75,4.64,Exempt,f,1,1,0,0,3.20
1421301,https://www.airbnb.com/rooms/1421301,20231223055446,2023-12-23,city scrape,Townhouse in The Hague · ★4.60 · 3 bedrooms · 3 beds · 1.5 baths,,"Lively and very safe neighbourhood close to the city-center with shops, restaurants and large supermarket just around the corner. <br />Scheveningens famous sandy beaches are just a 15 minutes drive away.",https://a0.muscache.com/pictures/miso/Hosting-1421301/original/d6812100-8b16-4a3d-ae3f-29069e33d325.jpeg,7651238,https://www.airbnb.com/users/show/7651238,Yvonne,2013-07-22,"The Hague, Netherlands","I'm a graphic designer living with my husband and two daughters in one of the most popular neighboorhoods of The Hague. Close to the center and to the beach. We like traveling and have been to the most remote places in the world. I always have the ambition to find the best places to stay for our travel budget. Airbnb helped me with finding great places, so that's why I like to share my house with other travelers.",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/7651238/profile_pic/1374525452/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/7651238/profile_pic/1374525452/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"The Hague, South Holland, Netherlands",Zeeheldenkwartier,Wijk 22 Zeeheldenkwartier,52.07858,4.2928,Entire townhouse,Entire home/apt,6,,1.5 baths,,3,[],$200.00,6,1125,6,6,1125,1125,6.0,1125.0,,t,0,0,0,21,2023-12-23,15,0,0,2014-08-17,2021-08-07,4.6,4.71,4.64,4.79,4.79,4.57,4.71,0518 7623 4E0A AA1D 34F6,f,1,1,0,0,0.13
1484856,https://www.airbnb.com/rooms/1484856,20231223055446,2023-12-23,city scrape,Rental unit in The Hague · ★4.44 · Studio · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/9e7531be-a685-4b5e-8816-602528959ba4.jpg,7805856,https://www.airbnb.com/users/show/7805856,F. Aicha,2013-07-29,"The Hague, Netherlands","I am in my 4th year of my BA program, Entrepeneurship. Special interest in fair-trade en social businesses. I love to make people feel home in my home :) hope to meet you soon! ",a few days or more,20%,24%,f,https://a0.muscache.com/im/users/7805856/profile_pic/1375874830/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/7805856/profile_pic/1375874830/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Laakhaven-West,Wijk 38 Laakkwartier en Spoorwijk,52.06736,4.32035,Entire rental unit,Entire home/apt,2,,1 bath,,2,[],$59.00,20,1125,20,20,1125,1125,20.0,1125.0,,t,12,20,20,163,2023-12-23,101,1,0,2013-08-11,2023-07-23,4.44,4.59,4.36,4.65,4.75,4.57,4.39,0518 F7D1 A051 1FD4 4B80,f,1,1,0,0,0.80
1493624,https://www.airbnb.com/rooms/1493624,20231223055446,2023-12-23,city scrape,Home in The Hague · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,,"The neighbourhood is quiet, but shops, cafes and restaurants are around ther corner. The Peace Palace, the historical centre and several museums are within walking distance.",https://a0.muscache.com/pictures/miso/Hosting-1493624/original/77a87338-0c14-4b55-991e-054e539fd4b0.jpeg,192354,https://www.airbnb.com/users/show/192354,Karel,2010-08-05,"The Hague, Netherlands","I am an archaeologist, living in a house I like to share with people who appreciate style.",N/A,N/A,75%,f,https://a0.muscache.com/im/users/192354/profile_pic/1281029151/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/192354/profile_pic/1281029151/original.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"The Hague, South Holland, Netherlands",Zeeheldenkwartier,Wijk 22 Zeeheldenkwartier,52.08489,4.29831,Private room in home,Private room,1,,1 shared bath,,1,[],$30.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2023-12-23,172,0,0,2013-08-19,2022-09-30,4.84,4.88,4.85,4.92,4.94,4.92,4.89,0518 EF36 38BE BCBB 3DE3,f,1,0,1,0,1.37
